Temp ; Freq
-40 ; 1.20361E+06 ; 1.77251E-05
-25 ; 1.32561E+06 ; 1.96966E-05
-10 ; 1.46751E+06 ; 2.17911E-05
5 ; 1.62761E+06 ; 2.39641E-05
20 ; 1.80148E+06 ; 2.61951E-05
35 ; 1.98497E+06 ; 2.85009E-05
50 ; 2.18125E+06 ; 3.08965E-05
65 ; 2.38121E+06 ; 3.34456E-05
80 ; 2.58502E+06 ; 3.59507E-05
95 ; 2.79106E+06 ; 3.83883E-05
110 ; 2.99618E+06 ; 4.0612E-05
125 ; 3.19579E+06 ; 4.27389E-05
