Temp ; Freq
-40 ; 747571 ; 1.59464E-05
-25 ; 858144 ; 1.80965E-05
-10 ; 983307 ; 2.03282E-05
5 ; 1.1235E+06 ; 2.26157E-05
20 ; 1.27698E+06 ; 2.49496E-05
35 ; 1.44174E+06 ; 2.73412E-05
50 ; 1.61576E+06 ; 2.9826E-05
65 ; 1.79712E+06 ; 3.24109E-05
80 ; 1.98304E+06 ; 3.50419E-05
95 ; 2.1697E+06 ; 3.74641E-05
110 ; 2.35502E+06 ; 3.98212E-05
125 ; 2.53869E+06 ; 4.19161E-05
