Temp ; Freq
-40 ; 1.07827E+06 ; 1.61786E-05
-25 ; 1.19335E+06 ; 1.84195E-05
-10 ; 1.32981E+06 ; 2.06853E-05
5 ; 1.48524E+06 ; 2.29718E-05
20 ; 1.65719E+06 ; 2.52764E-05
35 ; 1.84347E+06 ; 2.76341E-05
50 ; 2.03971E+06 ; 3.00746E-05
65 ; 2.24379E+06 ; 3.26772E-05
80 ; 2.45026E+06 ; 3.52256E-05
95 ; 2.66047E+06 ; 3.77178E-05
110 ; 2.8708E+06 ; 3.99854E-05
125 ; 3.07456E+06 ; 4.21479E-05
