Temp ; Freq
-40 ; 1.12123E+06 ; 1.73124E-05
-25 ; 1.27632E+06 ; 1.96554E-05
-10 ; 1.45957E+06 ; 2.20767E-05
5 ; 1.67237E+06 ; 2.4604E-05
20 ; 1.91071E+06 ; 2.71339E-05
35 ; 2.17167E+06 ; 2.97477E-05
50 ; 2.45083E+06 ; 3.24567E-05
65 ; 2.74617E+06 ; 3.52855E-05
80 ; 3.046E+06 ; 3.8143E-05
95 ; 3.34183E+06 ; 4.09656E-05
110 ; 3.62468E+06 ; 4.35278E-05
125 ; 3.88797E+06 ; 4.59479E-05
