Temp ; Freq
-40 ; 1.52278E+06 ; 2.20788E-05
-25 ; 1.65806E+06 ; 2.42193E-05
-10 ; 1.82327E+06 ; 2.64269E-05
5 ; 2.01373E+06 ; 2.87106E-05
20 ; 2.22388E+06 ; 3.10649E-05
35 ; 2.45185E+06 ; 3.34362E-05
50 ; 2.69376E+06 ; 3.59761E-05
65 ; 2.94276E+06 ; 3.86672E-05
80 ; 3.1975E+06 ; 4.14039E-05
95 ; 3.45309E+06 ; 4.40317E-05
110 ; 3.70754E+06 ; 4.65036E-05
125 ; 3.96017E+06 ; 4.87512E-05
