Temp ; Freq
-40 ; 1.27693E+06 ; 1.74259E-05
-25 ; 1.39498E+06 ; 1.94446E-05
-10 ; 1.53061E+06 ; 2.15549E-05
5 ; 1.68292E+06 ; 2.37233E-05
20 ; 1.84942E+06 ; 2.59254E-05
35 ; 2.02926E+06 ; 2.81703E-05
50 ; 2.21451E+06 ; 3.05465E-05
65 ; 2.40747E+06 ; 3.29703E-05
80 ; 2.60464E+06 ; 3.5464E-05
95 ; 2.80693E+06 ; 3.77547E-05
110 ; 3.00303E+06 ; 3.99521E-05
125 ; 3.20489E+06 ; 4.19332E-05
