Temp ; Freq
-40 ; 1.47081E+06 ; 2.09131E-05
-25 ; 1.57158E+06 ; 2.29737E-05
-10 ; 1.70241E+06 ; 2.51275E-05
5 ; 1.86177E+06 ; 2.73406E-05
20 ; 2.04456E+06 ; 2.9605E-05
35 ; 2.24676E+06 ; 3.19608E-05
50 ; 2.465E+06 ; 3.44708E-05
65 ; 2.69069E+06 ; 3.71073E-05
80 ; 2.92215E+06 ; 3.96359E-05
95 ; 3.1574E+06 ; 4.20978E-05
110 ; 3.38924E+06 ; 4.4394E-05
125 ; 3.61592E+06 ; 4.64678E-05
