Temp ; Freq
-40 ; 1.33215E+06 ; 2.02465E-05
-25 ; 1.51832E+06 ; 2.23596E-05
-10 ; 1.74545E+06 ; 2.46139E-05
5 ; 2.01009E+06 ; 2.70029E-05
20 ; 2.30418E+06 ; 2.94516E-05
35 ; 2.62411E+06 ; 3.19752E-05
50 ; 2.95418E+06 ; 3.47479E-05
65 ; 3.29284E+06 ; 3.75718E-05
80 ; 3.63501E+06 ; 4.0591E-05
95 ; 3.97574E+06 ; 4.33947E-05
110 ; 4.30753E+06 ; 4.62341E-05
125 ; 4.62632E+06 ; 4.88114E-05
