Temp ; Freq
-40 ; 1.14432E+06 ; 2.00357E-05
-25 ; 1.33779E+06 ; 2.25204E-05
-10 ; 1.57228E+06 ; 2.50265E-05
5 ; 1.84364E+06 ; 2.76135E-05
20 ; 2.14761E+06 ; 3.02138E-05
35 ; 2.47334E+06 ; 3.28664E-05
50 ; 2.81341E+06 ; 3.56597E-05
65 ; 3.16503E+06 ; 3.87199E-05
80 ; 3.51798E+06 ; 4.18093E-05
95 ; 3.85887E+06 ; 4.46939E-05
110 ; 4.18057E+06 ; 4.74463E-05
125 ; 4.48047E+06 ; 5.00915E-05
