Temp ; Freq
-40 ; 1.21388E+06 ; 1.84256E-05
-25 ; 1.32873E+06 ; 2.04121E-05
-10 ; 1.46255E+06 ; 2.24937E-05
5 ; 1.6118E+06 ; 2.4639E-05
20 ; 1.77665E+06 ; 2.68215E-05
35 ; 1.95135E+06 ; 2.90568E-05
50 ; 2.13265E+06 ; 3.1413E-05
65 ; 2.3258E+06 ; 3.39011E-05
80 ; 2.51947E+06 ; 3.64178E-05
95 ; 2.71662E+06 ; 3.87879E-05
110 ; 2.9133E+06 ; 4.09933E-05
125 ; 3.10492E+06 ; 4.30124E-05
