Temp ; Freq
-40 ; 1.06654E+06 ; 1.94628E-05
-25 ; 1.16742E+06 ; 2.15698E-05
-10 ; 1.28828E+06 ; 2.37793E-05
5 ; 1.42776E+06 ; 2.60284E-05
20 ; 1.58363E+06 ; 2.83085E-05
35 ; 1.75153E+06 ; 3.06468E-05
50 ; 1.93063E+06 ; 3.31655E-05
65 ; 2.1183E+06 ; 3.57185E-05
80 ; 2.30902E+06 ; 3.82764E-05
95 ; 2.50004E+06 ; 4.07329E-05
110 ; 2.69254E+06 ; 4.2956E-05
125 ; 2.88461E+06 ; 4.51071E-05
