Temp ; Freq
-40 ; 1.08195E+06 ; 1.54678E-05
-25 ; 1.17073E+06 ; 1.75718E-05
-10 ; 1.27615E+06 ; 1.97346E-05
5 ; 1.39936E+06 ; 2.19193E-05
20 ; 1.53906E+06 ; 2.41205E-05
35 ; 1.69308E+06 ; 2.63558E-05
50 ; 1.85919E+06 ; 2.86733E-05
65 ; 2.03028E+06 ; 3.10929E-05
80 ; 2.21085E+06 ; 3.35511E-05
95 ; 2.39425E+06 ; 3.58246E-05
110 ; 2.57872E+06 ; 3.79502E-05
125 ; 2.76356E+06 ; 3.99845E-05
