Temp ; Freq
-40 ; 1.11185E+06 ; 2.11103E-05
-25 ; 1.25829E+06 ; 2.30483E-05
-10 ; 1.43389E+06 ; 2.52099E-05
5 ; 1.63408E+06 ; 2.75756E-05
20 ; 1.85611E+06 ; 2.99378E-05
35 ; 2.09627E+06 ; 3.24465E-05
50 ; 2.35481E+06 ; 3.49915E-05
65 ; 2.62136E+06 ; 3.77239E-05
80 ; 2.89508E+06 ; 4.0494E-05
95 ; 3.1709E+06 ; 4.31586E-05
110 ; 3.43878E+06 ; 4.56404E-05
125 ; 3.70552E+06 ; 4.79796E-05
