Temp ; Freq
-40 ; 1.17811E+06 ; 1.97334E-05
-25 ; 1.31933E+06 ; 2.19406E-05
-10 ; 1.49182E+06 ; 2.42134E-05
5 ; 1.69441E+06 ; 2.65789E-05
20 ; 1.91977E+06 ; 2.90829E-05
35 ; 2.16644E+06 ; 3.15288E-05
50 ; 2.4264E+06 ; 3.41531E-05
65 ; 2.69852E+06 ; 3.69091E-05
80 ; 2.9778E+06 ; 3.97148E-05
95 ; 3.25695E+06 ; 4.24366E-05
110 ; 3.53732E+06 ; 4.50304E-05
125 ; 3.81172E+06 ; 4.75037E-05
