Temp ; Freq
-40 ; 1.25874E+06 ; 1.8078E-05
-25 ; 1.38159E+06 ; 2.03701E-05
-10 ; 1.52797E+06 ; 2.26755E-05
5 ; 1.69586E+06 ; 2.50043E-05
20 ; 1.87998E+06 ; 2.73662E-05
35 ; 2.08374E+06 ; 2.98421E-05
50 ; 2.29689E+06 ; 3.23715E-05
65 ; 2.52068E+06 ; 3.51021E-05
80 ; 2.75061E+06 ; 3.78563E-05
95 ; 2.98135E+06 ; 4.04032E-05
110 ; 3.21076E+06 ; 4.2861E-05
125 ; 3.43761E+06 ; 4.51877E-05
