Temp ; Freq
-40 ; 1.35697E+06 ; 2.6726E-05
-25 ; 1.51356E+06 ; 2.93933E-05
-10 ; 1.68055E+06 ; 3.21334E-05
5 ; 1.85468E+06 ; 3.49272E-05
20 ; 2.03681E+06 ; 3.7656E-05
35 ; 2.22609E+06 ; 4.03547E-05
50 ; 2.41405E+06 ; 4.28284E-05
65 ; 2.60649E+06 ; 4.51824E-05
80 ; 2.79367E+06 ; 4.75042E-05
95 ; 2.9776E+06 ; 4.97056E-05
110 ; 3.15111E+06 ; 5.18923E-05
125 ; 3.30915E+06 ; 5.40499E-05
