Temp ; Freq
-40 ; 992371 ; 1.56944E-05
-25 ; 1.09798E+06 ; 1.78381E-05
-10 ; 1.21997E+06 ; 2.00354E-05
5 ; 1.358E+06 ; 2.22647E-05
20 ; 1.50974E+06 ; 2.45136E-05
35 ; 1.67436E+06 ; 2.6793E-05
50 ; 1.84833E+06 ; 2.91577E-05
65 ; 2.02736E+06 ; 3.16304E-05
80 ; 2.21068E+06 ; 3.41449E-05
95 ; 2.4E+06 ; 3.64591E-05
110 ; 2.58433E+06 ; 3.86174E-05
125 ; 2.76695E+06 ; 4.06879E-05
