Temp ; Freq
-40 ; 899277 ; 1.52092E-05
-25 ; 1.0073E+06 ; 1.74679E-05
-10 ; 1.13327E+06 ; 1.97519E-05
5 ; 1.27494E+06 ; 2.20596E-05
20 ; 1.43018E+06 ; 2.43919E-05
35 ; 1.598E+06 ; 2.67619E-05
50 ; 1.77139E+06 ; 2.92078E-05
65 ; 1.9524E+06 ; 3.18051E-05
80 ; 2.13696E+06 ; 3.43427E-05
95 ; 2.32594E+06 ; 3.67757E-05
110 ; 2.50831E+06 ; 3.90616E-05
125 ; 2.69216E+06 ; 4.11423E-05
