Temp ; Freq
-40 ; 791101 ; 1.65865E-05
-25 ; 890500 ; 1.84954E-05
-10 ; 1.00494E+06 ; 2.05683E-05
5 ; 1.13337E+06 ; 2.27133E-05
20 ; 1.27287E+06 ; 2.49094E-05
35 ; 1.42096E+06 ; 2.71626E-05
50 ; 1.57782E+06 ; 2.95154E-05
65 ; 1.73759E+06 ; 3.19671E-05
80 ; 1.90217E+06 ; 3.44054E-05
95 ; 2.07043E+06 ; 3.67648E-05
110 ; 2.23747E+06 ; 3.88989E-05
125 ; 2.40309E+06 ; 4.08958E-05
