Temp ; Freq
-40 ; 1.65775E+06 ; 2.35862E-05
-25 ; 1.84974E+06 ; 2.57262E-05
-10 ; 2.08747E+06 ; 2.80526E-05
5 ; 2.36707E+06 ; 3.04701E-05
20 ; 2.6787E+06 ; 3.29167E-05
35 ; 3.01506E+06 ; 3.54163E-05
50 ; 3.36394E+06 ; 3.8149E-05
65 ; 3.72655E+06 ; 4.09714E-05
80 ; 4.08228E+06 ; 4.39529E-05
95 ; 4.44356E+06 ; 4.68648E-05
110 ; 4.7919E+06 ; 4.95434E-05
125 ; 5.123E+06 ; 5.2183E-05
