Temp ; Freq
-40 ; 1.03334E+06 ; 1.83997E-05
-25 ; 1.14632E+06 ; 2.03699E-05
-10 ; 1.27782E+06 ; 2.24624E-05
5 ; 1.42703E+06 ; 2.46385E-05
20 ; 1.59019E+06 ; 2.68693E-05
35 ; 1.76579E+06 ; 2.91595E-05
50 ; 1.9483E+06 ; 3.16104E-05
65 ; 2.13881E+06 ; 3.40944E-05
80 ; 2.33427E+06 ; 3.6604E-05
95 ; 2.5298E+06 ; 3.90199E-05
110 ; 2.7307E+06 ; 4.12385E-05
125 ; 2.92649E+06 ; 4.33935E-05
