Temp ; Freq
-40 ; 1.48319E+06 ; 2.42658E-05
-25 ; 1.6765E+06 ; 2.60241E-05
-10 ; 1.91557E+06 ; 2.80975E-05
5 ; 2.19546E+06 ; 3.03487E-05
20 ; 2.50803E+06 ; 3.27039E-05
35 ; 2.84233E+06 ; 3.51702E-05
50 ; 3.19336E+06 ; 3.79118E-05
65 ; 3.54862E+06 ; 4.07119E-05
80 ; 3.91535E+06 ; 4.36814E-05
95 ; 4.27045E+06 ; 4.65846E-05
110 ; 4.61411E+06 ; 4.92321E-05
125 ; 4.93972E+06 ; 5.18834E-05
