Temp ; Freq
-40 ; 1.30968E+06 ; 1.85766E-05
-25 ; 1.39881E+06 ; 2.0484E-05
-10 ; 1.51221E+06 ; 2.25428E-05
5 ; 1.64913E+06 ; 2.46683E-05
20 ; 1.80762E+06 ; 2.6844E-05
35 ; 1.98213E+06 ; 2.90832E-05
50 ; 2.16909E+06 ; 3.14312E-05
65 ; 2.3647E+06 ; 3.39651E-05
80 ; 2.56886E+06 ; 3.64579E-05
95 ; 2.77219E+06 ; 3.89033E-05
110 ; 2.97913E+06 ; 4.11899E-05
125 ; 3.18321E+06 ; 4.32846E-05
