Temp ; Freq
-40 ; 1.29938E+06 ; 2.08867E-05
-25 ; 1.42897E+06 ; 2.28413E-05
-10 ; 1.5843E+06 ; 2.49582E-05
5 ; 1.76402E+06 ; 2.72407E-05
20 ; 1.9643E+06 ; 2.95343E-05
35 ; 2.18254E+06 ; 3.19094E-05
50 ; 2.41504E+06 ; 3.44606E-05
65 ; 2.65488E+06 ; 3.71589E-05
80 ; 2.90383E+06 ; 3.98906E-05
95 ; 3.15287E+06 ; 4.24322E-05
110 ; 3.39883E+06 ; 4.48474E-05
125 ; 3.64171E+06 ; 4.71595E-05
