Temp ; Freq
-40 ; 1.04071E+06 ; 1.48332E-05
-25 ; 1.14903E+06 ; 1.70609E-05
-10 ; 1.27593E+06 ; 1.92995E-05
5 ; 1.41969E+06 ; 2.15514E-05
20 ; 1.5789E+06 ; 2.3822E-05
35 ; 1.75042E+06 ; 2.61274E-05
50 ; 1.93048E+06 ; 2.85712E-05
65 ; 2.11856E+06 ; 3.10473E-05
80 ; 2.31208E+06 ; 3.35824E-05
95 ; 2.50429E+06 ; 3.60679E-05
110 ; 2.69627E+06 ; 3.83347E-05
125 ; 2.88892E+06 ; 4.05211E-05
