Temp ; Freq
-40 ; 1.28706E+06 ; 1.92159E-05
-25 ; 1.38808E+06 ; 2.07977E-05
-10 ; 1.50841E+06 ; 2.25907E-05
5 ; 1.64684E+06 ; 2.45366E-05
20 ; 1.80072E+06 ; 2.65764E-05
35 ; 1.97122E+06 ; 2.87025E-05
50 ; 2.15012E+06 ; 3.09543E-05
65 ; 2.33971E+06 ; 3.33998E-05
80 ; 2.53165E+06 ; 3.5804E-05
95 ; 2.7277E+06 ; 3.81722E-05
110 ; 2.92498E+06 ; 4.03107E-05
125 ; 3.12446E+06 ; 4.2326E-05
