Temp ; Freq
-40 ; 1.2518E+06 ; 2.04794E-05
-25 ; 1.36127E+06 ; 2.2503E-05
-10 ; 1.49671E+06 ; 2.46284E-05
5 ; 1.65478E+06 ; 2.68245E-05
20 ; 1.83466E+06 ; 2.90767E-05
35 ; 2.02898E+06 ; 3.13994E-05
50 ; 2.23237E+06 ; 3.39161E-05
65 ; 2.44736E+06 ; 3.64961E-05
80 ; 2.66846E+06 ; 3.91484E-05
95 ; 2.89338E+06 ; 4.16725E-05
110 ; 3.11769E+06 ; 4.39439E-05
125 ; 3.34173E+06 ; 4.61716E-05
