Temp ; Freq
-40 ; 1.21246E+06 ; 1.95887E-05
-25 ; 1.32454E+06 ; 2.15059E-05
-10 ; 1.46293E+06 ; 2.35949E-05
5 ; 1.62405E+06 ; 2.57858E-05
20 ; 1.80627E+06 ; 2.80559E-05
35 ; 2.00259E+06 ; 3.03937E-05
50 ; 2.20919E+06 ; 3.28832E-05
65 ; 2.42901E+06 ; 3.54114E-05
80 ; 2.65041E+06 ; 3.79758E-05
95 ; 2.87219E+06 ; 4.04055E-05
110 ; 3.09492E+06 ; 4.25935E-05
125 ; 3.31349E+06 ; 4.47259E-05
