Temp ; Freq
-40 ; 1.63535E+06 ; 2.11963E-05
-25 ; 1.78018E+06 ; 2.34257E-05
-10 ; 1.95644E+06 ; 2.56854E-05
5 ; 2.15911E+06 ; 2.79973E-05
20 ; 2.38421E+06 ; 3.03833E-05
35 ; 2.62463E+06 ; 3.28569E-05
50 ; 2.87344E+06 ; 3.53545E-05
65 ; 3.13148E+06 ; 3.80748E-05
80 ; 3.39333E+06 ; 4.08337E-05
95 ; 3.65805E+06 ; 4.34885E-05
110 ; 3.91979E+06 ; 4.59954E-05
125 ; 4.17669E+06 ; 4.83638E-05
