Temp ; Freq
-40 ; 2.02394E+06
-25 ; 4.32953E+06
-10 ; 2.31745E+06
5 ; 4.94178E+06
20 ; 2.69782E+06
35 ; 2.88731E+06
50 ; 3.1206E+06
65 ; 3.33803E+06
80 ; 3.55386E+06
95 ; 3.79144E+06
110 ; 3.99535E+06
125 ; 4.20404E+06
