Temp ; Freq
-40 ; 1.55053E+06
-25 ; 1.65291E+06
-10 ; 1.75209E+06
5 ; 1.86697E+06
20 ; 1.97016E+06
35 ; 2.0697E+06
50 ; 2.18634E+06
65 ; 2.30409E+06
80 ; 2.39612E+06
95 ; 2.51068E+06
110 ; 2.59055E+06
125 ; 2.6798E+06
