Temp ; Freq
-40 ; 1.7672E+06
-25 ; 1.87899E+06
-10 ; 1.9742E+06
5 ; 2.07425E+06
20 ; 2.16399E+06
35 ; 2.2819E+06
50 ; 2.37018E+06
65 ; 2.48207E+06
80 ; 2.57894E+06
95 ; 2.68908E+06
110 ; 2.78329E+06
125 ; 2.87942E+06
