Temp ; Freq
-40 ; 2.4947E+06
-25 ; 2.83708E+06
-10 ; 3.15649E+06
5 ; 3.50859E+06
20 ; 3.84116E+06
35 ; 4.15841E+06
50 ; 4.48646E+06
65 ; 4.79878E+06
80 ; 5.11313E+06
95 ; 5.42794E+06
110 ; 5.69059E+06
125 ; 5.93054E+06
