Temp ; Freq
-40 ; 1.17055E+06
-25 ; 1.35575E+06
-10 ; 1.57795E+06
5 ; 1.82442E+06
20 ; 2.08726E+06
35 ; 2.35953E+06
50 ; 2.63923E+06
65 ; 2.92315E+06
80 ; 3.20682E+06
95 ; 3.48368E+06
110 ; 3.78001E+06
125 ; 4.05191E+06
