Temp ; Freq
-40 ; 1.5382E+06
-25 ; 1.63781E+06
-10 ; 1.74149E+06
5 ; 1.84505E+06
20 ; 1.95523E+06
35 ; 2.06474E+06
50 ; 2.17907E+06
65 ; 2.29343E+06
80 ; 2.40913E+06
95 ; 2.52325E+06
110 ; 2.63109E+06
125 ; 2.72703E+06
