Temp ; Freq
-40 ; 
-25 ; 
-10 ; 1.28455E+06
5 ; 1.35611E+06
20 ; 1.42843E+06
35 ; 1.49921E+06
50 ; 1.56863E+06
65 ; 1.6372E+06
80 ; 1.70347E+06
95 ; 1.76657E+06
110 ; 1.82548E+06
125 ; 1.88057E+06
