Temp ; Freq
-40 ; 2.0519E+06
-25 ; 2.23373E+06
-10 ; 2.43939E+06
5 ; 2.65879E+06
20 ; 2.89091E+06
35 ; 3.13042E+06
50 ; 3.37348E+06
65 ; 3.60849E+06
80 ; 3.84354E+06
95 ; 4.07351E+06
110 ; 4.30013E+06
125 ; 4.51884E+06
