Temp ; Freq
-40 ; 1.8465E+06
-25 ; 2.0236E+06
-10 ; 2.19849E+06
5 ; 2.3664E+06
20 ; 2.53247E+06
35 ; 2.69851E+06
50 ; 2.86147E+06
65 ; 3.02313E+06
80 ; 3.18439E+06
95 ; 3.34436E+06
110 ; 3.50659E+06
125 ; 3.66651E+06
