Temp ; Freq
-40 ; 1.21659E+06
-25 ; 1.31182E+06
-10 ; 1.41526E+06
5 ; 1.5266E+06
20 ; 1.64414E+06
35 ; 1.76529E+06
50 ; 1.88883E+06
65 ; 2.0137E+06
80 ; 2.13852E+06
95 ; 2.2614E+06
110 ; 2.38211E+06
125 ; 2.49939E+06
